,Ticket number,Issue Date,Issue time,Meter Id,Marked Time,RP State Plate,Plate Expiry Date,VIN,Make,Body Style,Color,Location,Route,Agency,Violation code,Violation Description,Fine amount,Latitude,Longitude
146,1112078214,2015-12-08T00:00:00,1700.0,,,CA,201509.0,,,TR,BK,401 W/W 4D,00024,2.0,5204A,EXPIRED TAGS,25.0,99999.0,99999.0
147,1112078225,2015-12-08T00:00:00,1705.0,,,CA,201610.0,,BMW,PA,WH,401 W/W 3E,00024,2.0,8940,PARKING AREA,58.0,99999.0,99999.0
148,1112078424,2015-12-16T00:00:00,1850.0,,,CA,201512.0,,CHEV,SU,BK,500 WORLD WAY L/L,3C15B,2.0,8936,RED CURB,93.0,6439868.3,1802686.9
149,1112078435,2015-12-16T00:00:00,1920.0,,,CA,201511.0,,,VN,WH,400 WORLD WAY L/L,3C15B,2.0,8939,WHITE CURB,58.0,6439911.5,1802686.8
150,1112078660,2015-12-14T00:00:00,815.0,,,CA,201508.0,,TOYO,PA,SI,7610 WOODLEY AVE,1L5,11.0,5204A,EXPIRED TAGS,25.0,6415432.1,1898663.3
151,1112078671,2015-12-14T00:00:00,820.0,,,CA,201510.0,,NISS,PA,GY,7610 WOODLEY AVE,1L5,11.0,4000A1,NO EVIDENCE OF REG,50.0,6415432.1,1898663.3
152,1112078682,2015-12-14T00:00:00,840.0,,,CA,201511.0,,HOND,PA,BK,7610 WOODLEY AVE,1L5,11.0,4000A1,NO EVIDENCE OF REG,50.0,6415432.1,1898663.3
153,1112078693,2015-12-14T00:00:00,850.0,,,CA,201506.0,,,PA,GY,7610 WOODLEY AVE,1L5,11.0,5204A,EXPIRED TAGS,25.0,6415432.1,1898663.3
154,1112078704,2015-12-14T00:00:00,900.0,,,TX,201509.0,,FORD,TR,RE,7610 WOODLEY AVE,,11.0,4000A1,NO EVIDENCE OF REG,50.0,6415432.1,1898663.3
155,1112078715,2015-12-14T00:00:00,1105.0,,,CA,201508.0,,SUBA,PA,SI,7400 BLK VALJEAN,1L5,11.0,4000A1,NO EVIDENCE OF REG,50.0,99999.0,99999.0
156,1112078726,2015-12-14T00:00:00,1125.0,,,CA,201508.0,,CHEV,MH,WH,7610 WOODLEY,,11.0,4000A1,NO EVIDENCE OF REG,50.0,6415432.1,1898663.3
157,1112078730,2015-12-14T00:00:00,1130.0,,,CA,201511.0,,,PA,SI,7610 WOODLEY,00011,2.0,4000A1,NO EVIDENCE OF REG,50.0,6415432.1,1898663.3
158,1112078785,2015-12-23T00:00:00,940.0,,,CA,201608.0,,,PA,WH,380 WORLD WAY,1FB72,2.0,8936,RED CURB,93.0,6439920.1,1802686.7
159,1112079172,2015-12-24T00:00:00,1020.0,,,CA,201510.0,,,PA,WH,251 WORLD WAY,1F21,2.0,5204A,EXPIRED TAGS,25.0,6438218.5,1802452.9
160,1112079183,2015-12-24T00:00:00,1005.0,,,CA,201506.0,,,PA,BK,251 WORLD WAY,1F21,2.0,5204A,EXPIRED TAGS,25.0,6438218.5,1802452.9
161,1112079780,2015-12-23T00:00:00,1248.0,,,CA,201609.0,,TOYO,PA,GY,200 WORLD WAY,1B14,2.0,8939,WHITE CURB,58.0,6439997.9,1802686.4
162,1112081062,2015-12-26T00:00:00,810.0,,,CA,201507.0,,LEXU,PA,BK,101 WORLD WAY,1L206,2.0,4000A1,NO EVIDENCE OF REG,50.0,6439737.8,1802687.4
163,1112081073,2015-12-26T00:00:00,820.0,,,CA,201509.0,,LEXU,PA,WH,101 WORLD WAY,1L206,2.0,4000A1,NO EVIDENCE OF REG,50.0,6439737.8,1802687.4
164,1112081084,2015-12-26T00:00:00,830.0,,,CA,201509.0,,,PA,GY,101 WORLD WAY,1L206,2.0,4000A1,NO EVIDENCE OF REG,50.0,6439737.8,1802687.4
165,1112081095,2015-12-26T00:00:00,850.0,,,CA,201504.0,,,PA,BK,701 WORLD WAY,1L206,2.0,4000A1,NO EVIDENCE OF REG,50.0,6439825.3,1801814.0
166,1112082086,2015-12-16T00:00:00,1834.0,,,CA,201602.0,,,TR,GY,400 WORLD WAY,3C205,2.0,8939,WHITE CURB,58.0,6439911.5,1802686.8
167,1112083372,2015-12-15T00:00:00,1558.0,,,CA,201601.0,,FORD,PA,BK,200 WORLD WAY L/L,3C12B,2.0,000,17104h,,6439997.9,1802686.4
168,1112083383,2015-12-15T00:00:00,2020.0,,,CA,201609.0,,TOYO,SU,GY,380 WORLD WAY L/L,3C12B,2.0,8939,WHITE CURB,58.0,6439920.1,1802686.7
169,1112084503,2015-12-15T00:00:00,1935.0,,,CA,201604.0,,,PA,SI,600 WORLD WAY U/L,3C118,2.0,8939,WHITE CURB,58.0,6439825.1,1802687.1
170,1112085752,2015-12-15T00:00:00,1713.0,,,CA,201601.0,,,PA,SI,600 WORLD WAY U/L,3C113,2.0,8939,WHITE CURB,58.0,6439825.1,1802687.1
171,1112086010,2015-12-14T00:00:00,2020.0,,,CA,201603.0,,,PA,BK,300 WORLD WAY L/L,3C111,2.0,8939,WHITE CURB,58.0,6439954.7,1802686.6
172,1112086021,2015-12-14T00:00:00,2035.0,,,CA,201605.0,,,PA,BK,200 WORLD WAY U/L,3C111,2.0,8939,WHITE CURB,58.0,6439997.9,1802686.4
173,1112086032,2015-12-14T00:00:00,2105.0,,,CA,201610.0,,,PA,BK,300 WORLD WAY U/L,3C111,2.0,8939,WHITE CURB,58.0,6439954.7,1802686.6
174,1112086275,2015-12-14T00:00:00,2058.0,,,CA,201611.0,,LEXU,PA,BK,200 WORLD WAY U/L,3C112,2.0,8939,WHITE CURB,58.0,6439997.9,1802686.4
175,1112087115,2015-12-21T00:00:00,734.0,,,CA,,,NISS,PA,GY,300 WORLD WAY,1L101,2.0,000,17104h,,6439954.7,1802686.6
176,1112089915,2015-12-22T00:00:00,2345.0,,,CA,201507.0,,,PA,WH,401 WORLD WAY,3A104,2.0,4000A1,NO EVIDENCE OF REG,50.0,6437904.4,1801967.7
177,1112089930,2015-12-24T00:00:00,210.0,,,CA,201508.0,,HOND,PA,WH,301 WORLD WAY,3L206,2.0,4000A1,NO EVIDENCE OF REG,50.0,6437963.6,1802392.9
178,1112089941,2015-12-24T00:00:00,220.0,,,CA,201510.0,,,PA,BK,301 WORLD WAY,3L206,2.0,4000A1,NO EVIDENCE OF REG,50.0,6437963.6,1802392.9
179,1112089952,2015-12-24T00:00:00,225.0,,,CA,201510.0,,,PA,WH,301 WORLD WAY,3L206,2.0,4000A1,NO EVIDENCE OF REG,50.0,6437963.6,1802392.9
180,1112090022,2015-12-24T00:00:00,135.0,,,CA,201508.0,,,SU,GY,101 WORLD WAY 3B,3A104,2.0,4000A1,NO EVIDENCE OF REG,50.0,6439737.8,1802687.4
181,1112090033,2015-12-24T00:00:00,255.0,,,CA,201510.0,,,SU,BK,6221 W 96TH ST 50B,3A104,2.0,4000A1,NO EVIDENCE OF REG,50.0,6442059.6,1803997.6
182,1112090044,2015-12-24T00:00:00,305.0,,,CA,201510.0,,,PA,GY,6221 W 96TH ST 52C,3A104,2.0,4000A1,NO EVIDENCE OF REG,50.0,99999.0,99999.0
183,1112090055,2015-12-25T00:00:00,110.0,,,CA,201611.0,,,PA,RE,300 WORLD WAY,3A206,2.0,000,17104h,,6439954.7,1802686.6
184,1112090755,2015-12-26T00:00:00,55.0,,,CA,201609.0,,,PA,BK,400 WORLD WAY L/L,3I5,2.0,013,22500H,68.0,6439911.5,1802686.8
185,1112091400,2015-12-22T00:00:00,2200.0,,,CA,201605.0,,TOYO,PA,GY,101 WORLD WAY 1E,3F22,2.0,225078A,HANDICAP/NO DP ID,363.0,6439737.8,1802687.4
186,1112091411,2015-12-23T00:00:00,125.0,,,CA,201610.0,,,PA,YE,400 WORLD WAY L/L,3F22,2.0,013,22500H,68.0,6439911.5,1802686.8
187,1112092391,2015-12-14T00:00:00,735.0,,,AZ,,,,PA,WH,600 WORLD WAY U/L,2C403,2.0,000,17104h,,6439825.1,1802687.1
188,1112092402,2015-12-15T00:00:00,748.0,,,CA,201606.0,,CHEV,TR,BK,400 WORLD WAY U/L,2C403,2.0,000,17104h,,6439911.5,1802686.8
189,1112092413,2015-12-15T00:00:00,920.0,,,CA,,,MBNZ,VN,WH,400 WORLD WAY U/L,2C403,2.0,8939,WHITE CURB,58.0,6439911.5,1802686.8
190,1112092424,2015-12-15T00:00:00,905.0,,,CA,201604.0,,,TR,GY,400 WORLD WAY U/L,2C403,2.0,8939,WHITE CURB,58.0,6439911.5,1802686.8
191,1112093570,2015-12-22T00:00:00,1455.0,,,CA,201610.0,,TOYO,PA,GY,TBIT U/L CURB N/S,2V603,2.0,000,17104h,,99999.0,99999.0
192,1112093846,2015-12-22T00:00:00,900.0,,,CA,201606.0,,,,GY,600 WORLD WAY,1F51,2.0,8939,WHITE CURB,58.0,6439825.1,1802687.1
193,1112093850,2015-12-22T00:00:00,1000.0,,,CA,201608.0,,,TR,WH,500 WORLD WAY,1F51,2.0,8939,WHITE CURB,58.0,6439868.3,1802686.9
194,1112094410,2015-12-15T00:00:00,1854.0,,,CA,201611.0,,,PA,GY,9019 S AIRPORT BL,5M28,2.0,80714,PRIVATE PROPERTY,68.0,6444686.7,1806252.4
195,1112094421,2015-12-15T00:00:00,1902.0,,,CA,201603.0,,,PA,BK,9019 S AIRPORT BL,5M28,2.0,80714,PRIVATE PROPERTY,68.0,6444686.7,1806252.4
196,1112094432,2015-12-15T00:00:00,1910.0,,,CA,201603.0,,,PA,GY,9019 S AIRPORT BL,5M28,2.0,80714,PRIVATE PROPERTY,68.0,6444686.7,1806252.4
197,1112094815,2015-12-15T00:00:00,329.0,,,CA,201604.0,,HOND,PA,SI,500 WORLD WAY U/L,3C7B,2.0,8939,WHITE CURB,58.0,6439868.3,1802686.9
198,1112094874,2015-12-15T00:00:00,118.0,,,CA,201608.0,,,PA,WH,500 WORLD WAY U/L,3C7B,2.0,000,17104h,,6439868.3,1802686.9
199,1112095305,2015-12-22T00:00:00,740.0,,,CA,201512.0,,,PA,GY,802 WORLD WAY,1A206,2.0,80714,PRIVATE PROPERTY,68.0,6439737.8,1802687.4
200,1112095364,2015-12-24T00:00:00,744.0,,,CA,201507.0,,,SU,BK,6221 W 96TH ST 14B,1A104,2.0,4000A1,NO EVIDENCE OF REG,50.0,99999.0,99999.0
201,1112095375,2015-12-22T00:00:00,750.0,,,CA,201605.0,,DODG,SU,WH,802 WORLD WAY,1A206,2.0,80714,PRIVATE PROPERTY,68.0,6439737.8,1802687.4
202,1112095386,2015-12-24T00:00:00,915.0,,,CA,201410.0,,LROV,SU,GY,6221 W 96 ST 13E,1A104,2.0,4000A1,NO EVIDENCE OF REG,50.0,99999.0,99999.0
203,1112095843,2015-12-16T00:00:00,2245.0,,,CA,201607.0,,CHEV,TR,BK,CENTER WAY/401 W W,5M39,2.0,8936,RED CURB,93.0,99999.0,99999.0
204,1112095854,2015-12-16T00:00:00,2300.0,,,CA,201603.0,,,TR,SI,200 WORLD WAY,5M39,2.0,8939,WHITE CURB,58.0,6439997.9,1802686.4
205,1112096263,2015-12-26T00:00:00,845.0,,,CA,201506.0,,GMC,SU,SI,101 WORLD WAY 2B,1F12,2.0,4000A1,NO EVIDENCE OF REG,50.0,6439737.8,1802687.4
206,1112096274,2015-12-26T00:00:00,850.0,,,CA,201502.0,,LEXU,PA,WH,101 WORLD WAY 2L,1F12,2.0,4000A1,NO EVIDENCE OF REG,50.0,99999.0,99999.0
207,1112096285,2015-12-26T00:00:00,900.0,,,CA,201506.0,,,PA,RE,101 WORLD WAY 3E,1F12,2.0,4000A1,NO EVIDENCE OF REG,50.0,6439737.8,1802687.4
208,1112096296,2015-12-26T00:00:00,905.0,,,CA,201508.0,,BMW,PA,BK,101 WORLD WAY,1F12,2.0,4000A1,NO EVIDENCE OF REG,50.0,6439737.8,1802687.4
209,1112096300,2015-12-26T00:00:00,2310.0,,,CA,201506.0,,,PA,GY,301 WORLD WAY 4E,3F92,2.0,4000A1,NO EVIDENCE OF REG,50.0,6437963.6,1802392.9
210,1112097011,2015-12-16T00:00:00,637.0,,,CA,201605.0,,CHEV,PA,BK,700 WORLD WAY U/L,00202,2.0,8939,WHITE CURB,58.0,6439781.9,1802687.3
211,1112097335,2015-12-16T00:00:00,758.0,,,CA,201608.0,,,PA,WH,500 WORLD WAY U/L,2C302,2.0,8939,WHITE CURB,58.0,6439868.3,1802686.9
212,1112097372,2015-12-25T00:00:00,1040.0,,,IN,201607.0,,AUDI,PA,BK,500 WORLD WAY L/L,7S49,2.0,8939,WHITE CURB,58.0,6439868.3,1802686.9
213,1112097873,2015-12-15T00:00:00,1520.0,,,CA,201604.0,,,PA,BK,301 WORLD WAY,5M36,2.0,5200A,DSPLYPLATE A,25.0,6437963.6,1802392.9
214,1112097884,2015-12-15T00:00:00,1825.0,,,CA,201603.0,,MBNZ,PA,WH,601 WORLD WAY,5M36,2.0,5200A,DSPLYPLATE A,25.0,6438550.8,1801673.2
215,1112097895,2015-12-15T00:00:00,1930.0,,,CA,201605.0,,,PA,GY,600 WORLD WAY,5M36,2.0,8939,WHITE CURB,58.0,6439825.1,1802687.1
216,1112098540,2015-12-15T00:00:00,1650.0,,,CA,201609.0,,HOND,VN,GY,301 WORLD WAY 1A,5M38,2.0,225078A,HANDICAP/NO DP ID,363.0,6437963.6,1802392.9
217,1112098551,2015-12-15T00:00:00,1730.0,,,CA,,,,PA,GY,299 WORLD WAY,5M38,2.0,225078A,HANDICAP/NO DP ID,363.0,6437973.8,1802395.3
218,1112098562,2015-12-15T00:00:00,1735.0,,,CA,201506.0,,TOYO,PA,SI,299 WORLD WAY,5M38,2.0,4000A1,NO EVIDENCE OF REG,50.0,6437973.8,1802395.3
219,1112098573,2015-12-15T00:00:00,1815.0,,,MO,201602.0,,,PA,SI,380 WORLD WAY,5M38,2.0,8939,WHITE CURB,58.0,6439920.1,1802686.7
220,1112098584,2015-12-15T00:00:00,2040.0,,,CA,201607.0,,,PA,TA,100 WORLD WAY,5M38,2.0,007,22500B,68.0,6440041.1,1802686.2
221,1112098772,2015-12-14T00:00:00,750.0,,,CA,201601.0,,,PA,WH,700 WORLD WAY U/L,2C172,2.0,8939,WHITE CURB,58.0,6439781.9,1802687.3
222,1112099004,2015-12-15T00:00:00,1525.0,,,CA,201508.0,,AUDI,PA,GY,301 W/W 1D,00024,2.0,5204A,EXPIRED TAGS,25.0,99999.0,99999.0
223,1112099015,2015-12-15T00:00:00,1540.0,,,CA,201507.0,,,PA,GY,301 W/W 2D,00024,2.0,5204A,EXPIRED TAGS,25.0,99999.0,99999.0
224,1112099026,2015-12-15T00:00:00,2120.0,,,CA,201607.0,,,PA,GY,601 W/W 3A,00024,2.0,8940,PARKING AREA,58.0,99999.0,99999.0
225,1112099030,2015-12-15T00:00:00,2130.0,,,CA,201512.0,,FORD,PA,GY,601 W/W 1D,00024,2.0,8940,PARKING AREA,58.0,99999.0,99999.0
226,1112099041,2015-12-16T00:00:00,1540.0,,,CA,201607.0,,NISS,VN,GR,9201 JENNY AV,5M24,2.0,000,17104c,,6443570.0,1805635.7
227,1112101826,2015-12-22T00:00:00,1500.0,,,CA,201701.0,,VOLK,PA,GY,400 WORLD WAY L/L,S1F42,2.0,8939,WHITE CURB,58.0,6439911.5,1802686.8
228,1112103101,2015-12-16T00:00:00,1255.0,,,CA,201602.0,,GMC,PA,BK,200 WORLD WAY 2F,5M31,2.0,8939,WHITE CURB,58.0,99999.0,99999.0
229,1112103112,2015-12-16T00:00:00,1315.0,,,CA,201604.0,,CADI,PA,BK,200 WORLD WAY 2M,5M31,2.0,8939,WHITE CURB,58.0,6439997.9,1802686.4
230,1112103123,2015-12-16T00:00:00,1345.0,,,CA,201603.0,,JEEP,PA,BK,301 WORLD WAY 1E,5M31,2.0,8940,PARKING AREA,58.0,6437963.6,1802392.9
231,1112103145,2015-12-16T00:00:00,1345.0,,,CA,201603.0,,BMW,PA,SI,301 WORLD WAY 1G,5M31,2.0,8940,PARKING AREA,58.0,6437963.6,1802392.9
232,1112103156,2015-12-16T00:00:00,1350.0,,,CA,201601.0,,BMW,PA,WH,301 WORLD WAY 1F,5M31,2.0,8940,PARKING AREA,58.0,6437963.6,1802392.9
233,1112103366,2015-12-24T00:00:00,1130.0,,,CA,201601.0,,,TR,GY,6053 CENTURY BLVD,1X3,2.0,80714,PRIVATE PROPERTY,68.0,99999.0,99999.0
234,1112104501,2015-12-22T00:00:00,1520.0,,,CA,201610.0,,,TR,GY,6221 W 96TH ST 19A,2A105,2.0,8936,RED CURB,93.0,99999.0,99999.0
235,1112104512,2015-12-22T00:00:00,1600.0,,,CA,201607.0,,,PA,BK,6221 W 96TH ST 19A,2A105,2.0,8936,RED CURB,93.0,99999.0,99999.0
236,1112104523,2015-12-22T00:00:00,1605.0,,,CA,201610.0,,HOND,PA,TA,6221 W 96TH ST 21A,2A105,2.0,8936,RED CURB,93.0,6442059.6,1803997.6
237,1112104534,2015-12-22T00:00:00,1610.0,,,CA,201611.0,,CHEV,PA,GY,6221 W 96TH ST 21A,2A105,2.0,8936,RED CURB,93.0,6442059.6,1803997.6
238,1112104545,2015-12-22T00:00:00,1615.0,,,CA,201607.0,,HYUN,PA,GY,6221 W 96TH ST 23A,2A105,2.0,8936,RED CURB,93.0,99999.0,99999.0
239,1112104556,2015-12-26T00:00:00,745.0,,,CA,201604.0,,,PA,GY,200 LOWER LEVEL,2A104,2.0,8939,WHITE CURB,58.0,99999.0,99999.0
240,1112594836,2015-12-21T00:00:00,2355.0,,,CA,201505.0,,HOND,PA,TA,174 E 46TH ST,13X94,1.0,4000A1,NO EVIDENCE OF REG,50.0,99999.0,99999.0
241,1112680914,2015-12-28T00:00:00,1119.0,,,CA,201609.0,,CHEV,PA,GY,3000 N CANYON LAKE,402A,54.0,018,22502A,63.0,99999.0,99999.0
242,1112680925,2015-12-27T00:00:00,18.0,,,CA,201606.0,,,PA,BK,3000 CANYON LAKE DR,402A,54.0,018,22502A,63.0,99999.0,99999.0
243,1112716581,2015-12-28T00:00:00,833.0,,,CA,201609.0,,,PA,GY,1825 N CHEROKEE AV,00446,54.0,8069BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
244,1112716592,2015-12-28T00:00:00,835.0,,,CA,201604.0,,,PA,BK,1741 N CHEROKEE AV,00446,54.0,8069BS,NO PARK/STREET CLEAN,73.0,6460326.8,1859825.5
245,1112716603,2015-12-28T00:00:00,840.0,,,CA,201610.0,,,PA,SI,1719 N WHITLEY AVE,00446,54.0,8069BS,NO PARK/STREET CLEAN,73.0,6460757.1,1859652.1
246,1112716625,2015-12-28T00:00:00,847.0,,,IN,201502.0,,MAZD,PA,SI,1820 N LAS PALMAS AV,00461,54.0,8069BS,NO PARK/STREET CLEAN,73.0,6459901.3,1860533.5
247,1112716636,2015-12-28T00:00:00,1005.0,,,OK,201509.0,,TOYO,PA,WH,S/S 2100 W COURT ST,00461,54.0,8069BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
248,1112716640,2015-12-28T00:00:00,1010.0,,,CA,201610.0,,TOYO,PA,RE,2210 W COURT ST,00461,54.0,8069BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
249,1112716651,2015-12-28T00:00:00,1012.0,,,CA,201601.0,,HOND,PA,WH,W/S 100 N ROSELAKE,00461,54.0,8069BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
250,1112716662,2015-12-28T00:00:00,1015.0,,,CA,201609.0,,TOYO,PA,TA,119 N PARK VIEW ST,00461,54.0,8069BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
251,1112716673,2015-12-28T00:00:00,1020.0,,,CA,201601.0,,KIA,PA,WH,146 N PARK VIEW ST,00461,54.0,8069BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
252,1112716684,2015-12-28T00:00:00,1023.0,,,NY,201609.0,,SUBA,PA,GY,S/S 2500 W COUNCIL,00461,54.0,8069BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
253,1112716695,2015-12-28T00:00:00,1025.0,,,CA,201512.0,,,PA,WH,207 N CORONADO ST,00461,54.0,8069BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
254,1112716706,2015-12-28T00:00:00,1028.0,,,CA,201608.0,,,PA,GR,147 N CORONADO ST,00461,54.0,8069BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
255,1112716710,2015-12-28T00:00:00,1030.0,,,CA,201509.0,,,PA,WH,131 N CORONADO ST,00461,54.0,8069BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
256,1112716721,2015-12-28T00:00:00,1032.0,,,CA,201606.0,,,PA,SI,222 N CORONADO ST,00461,54.0,013,22500H,68.0,99999.0,99999.0
257,1112716732,2015-12-28T00:00:00,1035.0,,,CA,201606.0,,,PA,BK,100 N CARONDELET ST,00461,54.0,8069BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
258,1112716743,2015-12-28T00:00:00,1131.0,,,CA,,,MBNZ,PA,GY,1108 N WESTERLY TER,00461,54.0,8056E4,RED ZONE,93.0,99999.0,99999.0
259,1112717421,2015-12-28T00:00:00,810.0,,,CA,201602.0,,TOYO,PA,WH,A/F 1709 N WILCOX AV,00461,54.0,8069BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
260,1112717432,2015-12-28T00:00:00,813.0,,,CA,,,TOYO,PA,BK,E/S 1700 N WILCOX AV,00461,54.0,8069BS,NO PARK/STREET CLEAN,73.0,6461450.9,1859519.2
261,1112717443,2015-12-28T00:00:00,818.0,,,CA,201602.0,,,PA,GR,1860 N WILCOX AV,00461,54.0,8069BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
262,1112717454,2015-12-28T00:00:00,821.0,,,CA,201601.0,,KIA,PA,BK,A/F 6434 W YUCCA ST,00461,54.0,8069BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
263,1112717465,2015-12-28T00:00:00,823.0,,,CA,201605.0,,,PA,TA,N/S 6500 W YUCCA ST,00461,54.0,8069BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
264,1112717476,2015-12-28T00:00:00,826.0,,,CA,,,TOYO,PA,SI,1820 N WHITLEY AV,00461,54.0,8069BS,NO PARK/STREET CLEAN,73.0,6460756.4,1860302.1
265,1112717480,2015-12-28T00:00:00,828.0,,,CA,201512.0,,,PA,BL,1820 N WHITLEY AV,00461,54.0,8069BS,NO PARK/STREET CLEAN,73.0,6460756.4,1860302.1
266,1112717491,2015-12-28T00:00:00,830.0,,,OR,201905.0,,NISS,PA,RE,1837 N WHITLEY AV,00461,54.0,8069BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
267,1112718003,2015-12-28T00:00:00,1200.0,VH73,,CA,201609.0,,,PA,GY,1812 N VERMONT AV,00461,54.0,8813B,METER EXPIRED,63.0,99999.0,99999.0
268,1112718014,2015-12-28T00:00:00,1217.0,VH220,,CA,201603.0,,,PA,SI,4500 W AMBROSE AV,00461,54.0,8813B,METER EXPIRED,63.0,6474661.4,1862522.4
269,1112718025,2015-12-28T00:00:00,1222.0,,,CA,201510.0,,,PA,GR,1843 N RODNEY DR,00461,54.0,5204A,EXPIRED TAGS,25.0,99999.0,99999.0
270,1112718036,2015-12-28T00:00:00,1224.0,,,CA,201511.0,,MAZD,PA,RE,1942 N RODNEY DR,00461,54.0,098,5200,25.0,6474220.4,1861224.5
271,1112718040,2015-12-28T00:00:00,1236.0,,,CA,201605.0,,BMW,PA,BL,1902 N MARIPOSA AV,00461,54.0,098,5200,25.0,6471013.4,1860880.8
272,1112718051,2015-12-28T00:00:00,1240.0,,,CA,201509.0,,,PA,WH,5041 W FRANKLIN AV,00461,54.0,5204A,EXPIRED TAGS,25.0,99999.0,99999.0
273,1112718062,2015-12-28T00:00:00,1340.0,VH14,,CA,201602.0,,HOND,PA,BK,4635 W HOLLYWOOD BL,00461,54.0,8813B,METER EXPIRED,63.0,6473823.1,1858964.5
274,1112718073,2015-12-28T00:00:00,1400.0,,,CA,201611.0,,,PA,BK,A/F 4454 W AVOCADO,00461,54.0,098,5200,25.0,99999.0,99999.0
275,1112718084,2015-12-28T00:00:00,1452.0,,,CA,201601.0,,,PA,BK,748 N ALEXANDRIA AV,00461,54.0,098,5200,25.0,99999.0,99999.0
276,1112718095,2015-12-28T00:00:00,1456.0,,,CA,201602.0,,HOND,PA,GY,732 N KENMORE AV,00461,54.0,098,5200,25.0,99999.0,99999.0
277,1112741825,2015-12-18T00:00:00,1020.0,,,CA,201511.0,,INFI,PA,SI,21900 SCHOENBORN ST,35MQ2,1.0,5204A,EXPIRED TAGS,25.0,99999.0,99999.0
278,1112948782,2015-12-21T00:00:00,1925.0,,,CA,201604.0,,DODG,PA,BL,SUNBURY S/O JAMES M,1FB94,1.0,8069AP,NO STOP/STAND PM,93.0,99999.0,99999.0
279,1112948793,2015-12-21T00:00:00,1930.0,,,CA,201511.0,,TOYO,PA,BL,GEORGIA/JAMES WOOD,1FB94,1.0,4000A1,NO EVIDENCE OF REG,50.0,99999.0,99999.0
280,1112949364,2015-12-21T00:00:00,1815.0,,,CA,201511.0,,,PA,SI,HOPE N/O PICO,1FBL9,1.0,4000A1,NO EVIDENCE OF REG,50.0,99999.0,99999.0
281,1112949375,2015-12-21T00:00:00,1830.0,,,CA,201511.0,,MBNZ,PA,BK,FLOWER S/O PICO,1FBL9,1.0,4000A1,NO EVIDENCE OF REG,50.0,99999.0,99999.0
282,1112949386,2015-12-21T00:00:00,1835.0,,,CA,201601.0,,,PA,SI,FLOWER S/O PICO,1FBL9,1.0,5200A,DSPLYPLATE A,25.0,99999.0,99999.0
283,1112949390,2015-12-21T00:00:00,2010.0,,,CA,201610.0,,SATU,PA,BL,1011 S FIGUEROA,1FBL9,1.0,8056E4,RED ZONE,93.0,6481673.6,1838813.1
284,1112949401,2015-12-21T00:00:00,2025.0,,,CA,201511.0,,,PA,BK,12TH ST/OLIVE/HILL,1FBL9,1.0,4000A1,NO EVIDENCE OF REG,50.0,99999.0,99999.0
285,1112949412,2015-12-21T00:00:00,2030.0,,,CA,201511.0,,,PA,BK,PICO/BROADWAY/HILL,1FBL9,1.0,4000A1,NO EVIDENCE OF REG,50.0,99999.0,99999.0
286,1112949423,2015-12-21T00:00:00,2035.0,,,CA,201607.0,,LEXU,PA,GY,MARGO/PICO/14TH,1FBL9,1.0,010,22500E,68.0,99999.0,99999.0
287,1112949434,2015-12-21T00:00:00,2040.0,,,CA,201506.0,,TOYO,PA,SI,MARGO/PICO/14TH,1FBL9,1.0,4000A1,NO EVIDENCE OF REG,50.0,99999.0,99999.0
288,1112949445,2015-12-21T00:00:00,2045.0,,,CA,201601.0,,,PA,GY,PICO/OLIVE/GRAND,1FBL9,1.0,010,22500E,68.0,99999.0,99999.0
289,1113000000,2015-12-09T00:00:00,1250.0,,,CA,201511.0,,CHEV,PA,SI,5TH/GRAND,13FB4,1.0,4000A1,NO EVIDENCE OF REG,50.0,99999.0,99999.0
290,1113000011,2015-12-09T00:00:00,1300.0,,,CA,201511.0,,FORD,PA,WH,53RD ST/GRAND,13FB4,1.0,4000A1,NO EVIDENCE OF REG,50.0,99999.0,99999.0
291,1113000022,2015-12-09T00:00:00,1300.0,,,CA,201502.0,,JEEP,PA,GY,52ND ST/GRAND,13FB4,1.0,4000A1,NO EVIDENCE OF REG,50.0,99999.0,99999.0
292,1113000033,2015-12-09T00:00:00,130.0,,,CA,201509.0,,HOND,PA,WH,47TH PL/GRAND,13FB4,1.0,4000A1,NO EVIDENCE OF REG,50.0,99999.0,99999.0
293,1113000044,2015-12-10T00:00:00,1420.0,,,CA,201509.0,,,PA,SI,47TH ST/GRAND,13FB6,1.0,4000A1,NO EVIDENCE OF REG,50.0,99999.0,99999.0
